"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"240","cluster3","GO:0046482","para-aminobenzoic acid metabolic process","13/194","38/20876",1.13478260885149e-17,1.40334782627967e-15,1.26816933655859e-15,"AT2G17500/AT2G29490/AT3G14990/AT5G19440/AT3G44190/AT2G43820/AT5G64250/AT1G55850/AT2G37760/AT4G15550/AT1G72680/AT1G05560/AT5G61820",13
"241","cluster3","GO:0009072","aromatic amino acid family metabolic process","15/194","242/20876",8.60098423203563e-09,9.11704328595776e-07,8.23883752752886e-07,"AT2G17500/AT2G29490/AT3G14990/AT5G19440/AT1G22700/AT3G44190/AT2G43820/AT5G64250/AT1G55850/AT2G37760/AT4G15550/AT1G72680/AT1G05560/AT3G08010/AT5G61820",15
"242","cluster3","GO:0042537","benzene-containing compound metabolic process","14/194","261/20876",1.65192489188305e-07,1.53216033722153e-05,1.38457388964409e-05,"AT2G17500/AT2G29490/AT3G14990/AT1G53130/AT5G19440/AT3G44190/AT2G43820/AT5G64250/AT1G55850/AT2G37760/AT4G15550/AT1G72680/AT1G05560/AT5G61820",14
"243","cluster3","GO:0006979","response to oxidative stress","16/194","486/20876",1.32838349853406e-05,0.00109517839545808,0.000989684548030637,"AT1G07400/AT3G14990/AT5G16970/AT5G05410/AT5G12020/AT1G53130/AT5G17000/AT3G20340/AT5G56080/AT1G05680/AT1G78380/AT5G27600/AT2G29500/AT4G29340/AT2G19310/AT3G08040",16
"244","cluster3","GO:0009610","response to symbiotic fungus","5/194","38/20876",2.57527778272443e-05,0.00191085611478152,0.00172679152378469,"AT4G27830/AT5G64250/AT1G33110/AT5G27600/AT5G61820",5
"245","cluster3","GO:0009608","response to symbiont","5/194","39/20876",2.93183731480416e-05,0.0019776575341679,0.00178715824835431,"AT4G27830/AT5G64250/AT1G33110/AT5G27600/AT5G61820",5
"246","cluster3","GO:0009414","response to water deprivation","13/194","418/20876",0.000153735799129451,0.0095059969128377,0.00859032491626843,"AT3G10500/AT5G13750/AT1G01720/AT5G05410/AT3G54770/AT3G50260/AT1G05680/AT2G37760/AT1G78380/AT1G69600/AT5G10230/AT4G02280/AT1G79410",13
"247","cluster10","GO:0010200","response to chitin","74/492","421/20876",5.84919448405079e-43,5.60937751020471e-40,4.39613143327607e-40,"AT2G24570/AT4G23810/AT5G47220/AT1G61360/AT2G22500/AT2G43620/AT1G19380/AT4G33050/AT5G64120/AT1G51620/AT3G08720/AT2G37430/AT4G39670/AT4G14365/AT1G07135/AT3G52400/AT3G25600/AT1G73805/AT4G24570/AT4G15975/AT4G27280/AT2G27660/AT1G18570/AT1G66090/AT4G17500/AT1G27730/AT1G72520/AT3G59080/AT1G23710/AT4G39030/AT4G18950/AT5G57220/AT5G18150/AT3G52450/AT3G46930/AT2G38470/AT2G41100/AT5G22250/AT3G10930/AT3G16530/AT3G47480/AT2G26530/AT1G51790/AT5G37490/AT3G11820/AT5G39020/AT3G53600/AT2G46400/AT1G24140/AT4G28350/AT1G51800/AT5G45340/AT1G61340/AT5G57510/AT3G17700/AT2G18690/AT4G11280/AT4G23550/AT5G03720/AT5G01540/AT3G62720/AT2G25460/AT4G31550/AT5G05730/AT3G44260/AT3G55980/AT2G23770/AT3G23250/AT3G61190/AT5G26920/AT4G17490/AT2G19190/AT1G80840/AT3G28930",74
"248","cluster10","GO:0010243","response to organonitrogen compound","74/492","443/20876",2.32337425746997e-41,1.11405795645685e-38,8.73099589386084e-39,"AT2G24570/AT4G23810/AT5G47220/AT1G61360/AT2G22500/AT2G43620/AT1G19380/AT4G33050/AT5G64120/AT1G51620/AT3G08720/AT2G37430/AT4G39670/AT4G14365/AT1G07135/AT3G52400/AT3G25600/AT1G73805/AT4G24570/AT4G15975/AT4G27280/AT2G27660/AT1G18570/AT1G66090/AT4G17500/AT1G27730/AT1G72520/AT3G59080/AT1G23710/AT4G39030/AT4G18950/AT5G57220/AT5G18150/AT3G52450/AT3G46930/AT2G38470/AT2G41100/AT5G22250/AT3G10930/AT3G16530/AT3G47480/AT2G26530/AT1G51790/AT5G37490/AT3G11820/AT5G39020/AT3G53600/AT2G46400/AT1G24140/AT4G28350/AT1G51800/AT5G45340/AT1G61340/AT5G57510/AT3G17700/AT2G18690/AT4G11280/AT4G23550/AT5G03720/AT5G01540/AT3G62720/AT2G25460/AT4G31550/AT5G05730/AT3G44260/AT3G55980/AT2G23770/AT3G23250/AT3G61190/AT5G26920/AT4G17490/AT2G19190/AT1G80840/AT3G28930",74
"249","cluster10","GO:0002679","respiratory burst involved in defense response","29/492","121/20876",2.74825816893874e-21,6.58894896003062e-19,5.1638324542691e-19,"AT5G47220/AT1G61360/AT2G43620/AT4G33050/AT5G64120/AT1G51620/AT2G37430/AT4G39670/AT4G14365/AT3G52400/AT4G15975/AT2G27660/AT4G17500/AT1G27730/AT1G23710/AT3G52450/AT2G38470/AT5G22250/AT3G47480/AT1G51790/AT5G37490/AT3G11820/AT3G53600/AT1G51800/AT4G31550/AT3G55980/AT3G23250/AT4G17490/AT1G80840",29
"250","cluster10","GO:0045730","respiratory burst","29/492","121/20876",2.74825816893874e-21,6.58894896003062e-19,5.1638324542691e-19,"AT5G47220/AT1G61360/AT2G43620/AT4G33050/AT5G64120/AT1G51620/AT2G37430/AT4G39670/AT4G14365/AT3G52400/AT4G15975/AT2G27660/AT4G17500/AT1G27730/AT1G23710/AT3G52450/AT2G38470/AT5G22250/AT3G47480/AT1G51790/AT5G37490/AT3G11820/AT3G53600/AT1G51800/AT4G31550/AT3G55980/AT3G23250/AT4G17490/AT1G80840",29
"251","cluster10","GO:0050832","defense response to fungus","44/492","351/20876",1.09333454653694e-19,2.0876821790632e-17,1.63613970237761e-17,"AT2G23620/AT4G23810/AT1G51890/AT4G33050/AT5G64120/AT2G31865/AT4G39670/AT4G14365/AT3G52400/AT5G40990/AT1G73805/AT1G19250/AT1G18570/AT1G66090/AT3G49110/AT3G59080/AT5G20230/AT5G64750/AT4G39030/AT2G34930/AT1G08050/AT5G57220/AT2G38470/AT3G16530/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT5G39580/AT3G01290/AT2G38870/AT4G28350/AT1G51800/AT4G02380/AT3G17700/AT2G18690/AT5G01540/AT5G05730/AT3G55980/AT5G26920/AT2G19190/AT1G80840/AT2G26330/AT3G28930",44
"252","cluster10","GO:0035556","intracellular signal transduction","52/492","495/20876",1.30616194727625e-19,2.0876821790632e-17,1.63613970237761e-17,"AT4G23810/AT5G47220/AT5G52750/AT3G54150/AT3G23150/AT1G72360/AT4G33050/AT3G16770/AT3G08720/AT2G37430/AT4G39670/AT4G14640/AT4G14365/AT2G40180/AT3G52400/AT5G40990/AT1G73805/AT4G15975/AT1G18570/AT4G17500/AT1G27730/AT1G72520/AT1G23710/AT4G39030/AT1G08050/AT2G38470/AT2G41100/AT5G22250/AT3G47480/AT3G56710/AT5G37490/AT3G11820/AT5G39020/AT3G53600/AT4G39890/AT5G63980/AT4G02380/AT3G17700/AT5G01540/AT4G31550/AT5G05730/AT3G44260/AT3G55980/AT1G59940/AT3G23250/AT1G28190/AT4G36250/AT5G26920/AT4G17490/AT2G19190/AT1G80840/AT3G28930",52
"253","cluster10","GO:0009751","response to salicylic acid","50/492","473/20876",5.26617573172897e-19,7.21466075246869e-17,5.65420973301426e-17,"AT4G23810/AT1G51890/AT4G33050/AT3G47600/AT5G64120/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT5G40990/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT1G66090/AT4G39640/AT1G76930/AT5G63160/AT3G43190/AT4G04695/AT4G39030/AT4G18950/AT1G08050/AT2G32690/AT2G38470/AT1G49860/AT3G47480/AT2G26530/AT3G56710/AT5G24110/AT3G11820/AT5G39020/AT5G09290/AT4G39890/AT4G04700/AT1G61340/AT4G02380/AT3G17700/AT2G18690/AT3G48360/AT5G35735/AT5G01540/AT3G10040/AT5G05730/AT1G28190/AT3G61190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",50
"254","cluster10","GO:0009627","systemic acquired resistance","48/492","446/20876",1.33328044167089e-18,1.59826992945298e-16,1.25258188862239e-16,"AT2G23620/AT4G23810/AT4G33050/AT1G05300/AT3G09830/AT2G04400/AT1G74440/AT4G14365/AT3G52400/AT5G40990/AT5G11920/AT1G73805/AT1G19250/AT5G40010/AT1G18570/AT1G30900/AT4G39830/AT4G39640/AT3G43190/AT4G39030/AT4G08850/AT1G08050/AT2G29120/AT2G38470/AT1G49860/AT3G47480/AT3G56710/AT1G10340/AT3G11820/AT5G62150/AT5G39020/AT2G46400/AT5G09290/AT4G39890/AT4G04700/AT4G02380/AT3G17700/AT2G41180/AT5G02490/AT5G35735/AT5G01540/AT3G10040/AT5G05730/AT5G26920/AT2G34940/AT2G19190/AT1G80840/AT3G28930",48
"255","cluster10","GO:0015698","inorganic anion transport","36/492","256/20876",6.13751909739995e-18,6.53986757156284e-16,5.12536682519716e-16,"AT1G11540/AT5G07080/AT3G52190/AT4G02270/AT5G64120/AT1G13110/AT2G21045/AT2G44380/AT5G43350/AT3G01190/AT2G27660/AT5G64100/AT1G26250/AT3G19930/AT1G70410/AT2G32270/AT1G13100/AT4G08620/AT4G26010/AT2G25680/AT1G49860/AT4G25350/AT1G68150/AT5G43370/AT3G01290/AT1G78000/AT5G60780/AT3G49860/AT4G15400/AT5G05400/AT5G45480/AT1G08090/AT1G18970/AT3G23190/AT1G16370/AT2G26820",36
"256","cluster10","GO:0009863","salicylic acid mediated signaling pathway","40/492","353/20876",1.9067317582172e-16,1.8285557561303e-14,1.43305944775482e-14,"AT4G23810/AT1G51890/AT4G33050/AT5G64120/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT1G66090/AT4G39640/AT3G43190/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT1G49860/AT3G47480/AT2G26530/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G39890/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT3G10040/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",40
"257","cluster10","GO:0071446","cellular response to salicylic acid stimulus","40/492","355/20876",2.320141619013e-16,2.0227416478486e-14,1.58524508705768e-14,"AT4G23810/AT1G51890/AT4G33050/AT5G64120/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT1G66090/AT4G39640/AT3G43190/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT1G49860/AT3G47480/AT2G26530/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G39890/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT3G10040/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",40
"258","cluster10","GO:0071407","cellular response to organic cyclic compound","42/492","393/20876",2.71055527820321e-16,2.1661854264974e-14,1.69766356897991e-14,"AT4G23810/AT1G51890/AT4G33050/AT2G44080/AT5G64120/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT1G66090/AT4G39640/AT3G43190/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT1G49860/AT3G47480/AT2G26530/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G39890/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT3G10040/AT4G15400/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",42
"259","cluster10","GO:0045088","regulation of innate immune response","43/492","419/20876",5.16770543671142e-16,3.77695502989038e-14,2.96004159084763e-14,"AT4G23810/AT4G23510/AT5G47220/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT5G40990/AT1G73805/AT1G19250/AT1G18570/AT1G66090/AT3G55470/AT3G49110/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G56710/AT3G11820/AT5G39020/AT3G01290/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",43
"260","cluster10","GO:0071236","cellular response to antibiotic","40/492","364/20876",5.51380296334363e-16,3.77695502989038e-14,2.96004159084763e-14,"AT4G23810/AT1G51890/AT4G33050/AT5G64120/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT1G66090/AT4G39640/AT3G43190/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT1G49860/AT3G47480/AT2G26530/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G39890/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT3G10040/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",40
"261","cluster10","GO:0050776","regulation of immune response","43/492","421/20876",6.14143048748729e-16,3.9264212250002e-14,3.07717990741468e-14,"AT4G23810/AT4G23510/AT5G47220/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT5G40990/AT1G73805/AT1G19250/AT1G18570/AT1G66090/AT3G55470/AT3G49110/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G56710/AT3G11820/AT5G39020/AT3G01290/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",43
"262","cluster10","GO:0002682","regulation of immune system process","43/492","424/20876",7.94051394322829e-16,4.75934554472246e-14,3.72995194438487e-14,"AT4G23810/AT4G23510/AT5G47220/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT5G40990/AT1G73805/AT1G19250/AT1G18570/AT1G66090/AT3G55470/AT3G49110/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G56710/AT3G11820/AT5G39020/AT3G01290/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",43
"263","cluster10","GO:0035690","cellular response to drug","41/492","390/20876",1.10746131106812e-15,6.24738469008425e-14,4.89614474366956e-14,"AT4G23810/AT1G51890/AT4G33050/AT5G64120/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT1G66090/AT4G39640/AT3G43190/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT1G49860/AT3G47480/AT2G26530/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G39890/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT3G10040/AT5G05730/AT2G23770/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",41
"264","cluster10","GO:0010054","trichoblast differentiation","38/492","354/20876",6.54088438603766e-15,3.48483784789451e-13,2.73110611206485e-13,"AT5G43520/AT5G47980/AT5G05500/AT5G67400/AT4G25220/AT4G02270/AT5G06640/AT3G01730/AT5G57540/AT2G21045/AT1G62980/AT3G01190/AT4G25790/AT1G12040/AT5G04960/AT1G21210/AT3G10710/AT4G30320/AT3G16370/AT4G33730/AT2G32270/AT5G43230/AT4G26010/AT1G49860/AT3G12540/AT1G54970/AT5G22410/AT3G61440/AT3G62680/AT4G40090/AT3G02240/AT3G62720/AT4G25820/AT4G27290/AT2G20520/AT2G19060/AT1G30870/AT5G51310",38
"265","cluster10","GO:0046189","phenol-containing compound biosynthetic process","30/492","221/20876",9.9319637673144e-15,5.01302802781816e-13,3.9287657229155e-13,"AT4G23810/AT4G33050/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT1G30900/AT4G39830/AT5G48100/AT4G39030/AT1G08050/AT2G38470/AT3G47480/AT3G56710/AT1G10340/AT3G11820/AT5G39020/AT2G46400/AT4G39890/AT3G17700/AT5G02490/AT5G05730/AT5G26920/AT2G34940/AT2G19190/AT1G80840/AT3G28930",30
"266","cluster10","GO:0009696","salicylic acid metabolic process","30/492","222/20876",1.12365833955935e-14,5.15085095695305e-13,4.03677908266778e-13,"AT2G23620/AT4G23810/AT4G33050/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT1G30900/AT4G39830/AT4G39030/AT1G08050/AT2G38470/AT3G47480/AT3G56710/AT1G10340/AT3G11820/AT5G39020/AT2G46400/AT4G39890/AT3G17700/AT5G02490/AT5G05730/AT5G26920/AT2G34940/AT2G19190/AT1G80840/AT3G28930",30
"267","cluster10","GO:0018958","phenol-containing compound metabolic process","31/492","238/20876",1.127923567216e-14,5.15085095695305e-13,4.03677908266778e-13,"AT2G23620/AT4G23810/AT4G33050/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT1G30900/AT4G39830/AT5G48100/AT4G39030/AT1G08050/AT2G38470/AT3G47480/AT3G56710/AT1G10340/AT3G11820/AT5G39020/AT2G46400/AT4G39890/AT3G17700/AT5G02490/AT5G05730/AT5G26920/AT2G34940/AT2G19190/AT1G80840/AT3G28930",31
"268","cluster10","GO:0009697","salicylic acid biosynthetic process","29/492","209/20876",1.56100126704939e-14,6.80454643227437e-13,5.33279858695341e-13,"AT4G23810/AT4G33050/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT1G30900/AT4G39830/AT4G39030/AT1G08050/AT2G38470/AT3G47480/AT3G56710/AT1G10340/AT3G11820/AT5G39020/AT2G46400/AT4G39890/AT3G17700/AT5G02490/AT5G05730/AT5G26920/AT2G34940/AT2G19190/AT1G80840/AT3G28930",29
"269","cluster10","GO:0010053","root epidermal cell differentiation","38/492","365/20876",1.75835034365051e-14,7.33155643287321e-13,5.74582217559022e-13,"AT5G43520/AT5G47980/AT5G05500/AT5G67400/AT4G25220/AT4G02270/AT5G06640/AT3G01730/AT5G57540/AT2G21045/AT1G62980/AT3G01190/AT4G25790/AT1G12040/AT5G04960/AT1G21210/AT3G10710/AT4G30320/AT3G16370/AT4G33730/AT2G32270/AT5G43230/AT4G26010/AT1G49860/AT3G12540/AT1G54970/AT5G22410/AT3G61440/AT3G62680/AT4G40090/AT3G02240/AT3G62720/AT4G25820/AT4G27290/AT2G20520/AT2G19060/AT1G30870/AT5G51310",38
"270","cluster10","GO:0090627","plant epidermal cell differentiation","38/492","375/20876",4.17825712658908e-14,1.66956191016622e-12,1.30845420543184e-12,"AT5G43520/AT5G47980/AT5G05500/AT5G67400/AT4G25220/AT4G02270/AT5G06640/AT3G01730/AT5G57540/AT2G21045/AT1G62980/AT3G01190/AT4G25790/AT1G12040/AT5G04960/AT1G21210/AT3G10710/AT4G30320/AT3G16370/AT4G33730/AT2G32270/AT5G43230/AT4G26010/AT1G49860/AT3G12540/AT1G54970/AT5G22410/AT3G61440/AT3G62680/AT4G40090/AT3G02240/AT3G62720/AT4G25820/AT4G27290/AT2G20520/AT2G19060/AT1G30870/AT5G51310",38
"271","cluster10","GO:0009862","systemic acquired resistance, salicylic acid mediated signaling pathway","31/492","251/20876",4.93654227909544e-14,1.89365761826101e-12,1.4840804999049e-12,"AT4G23810/AT4G33050/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT4G39640/AT3G43190/AT4G39030/AT1G08050/AT2G38470/AT1G49860/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G39890/AT4G04700/AT4G02380/AT3G17700/AT5G35735/AT5G01540/AT3G10040/AT5G05730/AT5G26920/AT2G19190/AT1G80840/AT3G28930",31
"272","cluster10","GO:0009612","response to mechanical stimulus","17/492","63/20876",6.0579206535749e-14,2.23444073337628e-12,1.75115601079048e-12,"AT1G19380/AT4G14640/AT1G07135/AT4G24570/AT4G27280/AT1G27730/AT1G23710/AT2G41100/AT3G10930/AT2G26530/AT4G11280/AT3G62720/AT3G44260/AT3G55980/AT3G61190/AT4G36250/AT1G80840",17
"273","cluster10","GO:0015706","nitrate transport","28/492","206/20876",7.58492729454721e-14,2.69405380572992e-12,2.11135987848215e-12,"AT1G11540/AT5G07080/AT4G02270/AT5G64120/AT1G13110/AT2G21045/AT2G44380/AT3G01190/AT2G27660/AT5G64100/AT3G19930/AT1G70410/AT2G32270/AT1G13100/AT4G26010/AT1G68150/AT3G01290/AT1G78000/AT5G60780/AT3G49860/AT4G15400/AT5G05400/AT5G45480/AT1G08090/AT1G18970/AT3G23190/AT1G16370/AT2G26820",28
"274","cluster10","GO:0010363","regulation of plant-type hypersensitive response","37/492","371/20876",1.49847144774607e-13,5.13226470853028e-12,4.02221283342365e-12,"AT4G23810/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT3G55470/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT3G01290/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",37
"275","cluster10","GO:0010167","response to nitrate","27/492","197/20876",1.73627124261276e-13,5.69946355494693e-12,4.46673286672752e-12,"AT1G11540/AT5G07080/AT4G02270/AT5G64120/AT1G13110/AT2G21045/AT2G44380/AT3G01190/AT2G27660/AT5G64100/AT3G19930/AT1G70410/AT2G32270/AT1G13100/AT4G26010/AT1G68150/AT3G01290/AT1G78000/AT3G48360/AT3G49860/AT4G15400/AT5G05400/AT5G45480/AT1G08090/AT1G18970/AT3G23190/AT2G26820",27
"276","cluster10","GO:0001666","response to hypoxia","20/492","100/20876",1.78920351526598e-13,5.69946355494693e-12,4.46673286672752e-12,"AT1G72360/AT1G14540/AT5G11920/AT5G64905/AT1G73805/AT1G19250/AT5G40010/AT1G26380/AT3G43190/AT5G57220/AT5G25250/AT1G49860/AT5G09290/AT4G04700/AT5G57510/AT2G34390/AT1G53620/AT3G10040/AT1G14550/AT5G26920",20
"277","cluster10","GO:0009753","response to jasmonic acid","42/492","474/20876",1.84237090931548e-13,5.69946355494693e-12,4.46673286672752e-12,"AT4G23810/AT1G30040/AT5G47220/AT4G33050/AT3G47600/AT3G16770/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT5G64890/AT1G18570/AT1G66090/AT1G27730/AT1G72520/AT1G76930/AT5G20230/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT1G61340/AT4G02380/AT3G17700/AT3G51450/AT4G11280/AT3G48360/AT5G01540/AT5G05730/AT3G23250/AT1G28190/AT3G09940/AT3G61190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",42
"278","cluster10","GO:0006612","protein targeting to membrane","37/492","374/20876",1.92084396335004e-13,5.75652925266466e-12,4.51145588760503e-12,"AT4G23810/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT3G55470/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT3G01290/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",37
"279","cluster10","GO:0043067","regulation of programmed cell death","38/492","396/20876",2.33732719366042e-13,6.72883665479097e-12,5.27346399376626e-12,"AT4G23810/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT3G55470/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT3G01290/AT4G25110/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",38
"280","cluster10","GO:0072657","protein localization to membrane","37/492","377/20876",2.4557798010186e-13,6.72883665479097e-12,5.27346399376626e-12,"AT4G23810/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT3G55470/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT3G01290/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",37
"281","cluster10","GO:0090150","establishment of protein localization to membrane","37/492","377/20876",2.4557798010186e-13,6.72883665479097e-12,5.27346399376626e-12,"AT4G23810/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT3G55470/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT3G01290/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",37
"282","cluster10","GO:0009626","plant-type hypersensitive response","38/492","400/20876",3.19995325159496e-13,8.36160318782399e-12,6.55308125361542e-12,"AT4G23810/AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G19250/AT1G18570/AT1G66090/AT3G55470/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT3G01290/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",38
